model_name,params,score
XGBForecaster,"{'eta': 0.2, 'n_estimators': 600, 'subsample': 0.9, 'max_depth': 12, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07877409279657811
XGBForecaster,"{'eta': 0.2, 'n_estimators': 500, 'subsample': 0.9, 'max_depth': 10, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07896200643916364
XGBForecaster,"{'eta': 0.2, 'n_estimators': 600, 'subsample': 0.8500000000000001, 'max_depth': 12, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07886549010665107
XGBForecaster,"{'eta': 0.2, 'n_estimators': 600, 'subsample': 0.8, 'max_depth': 10, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07958102186162473
XGBForecaster,"{'eta': 0.2, 'n_estimators': 600, 'subsample': 0.8500000000000001, 'max_depth': 15, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.08105402148458693
XGBForecaster,"{'eta': 0.2, 'n_estimators': 600, 'subsample': 0.8500000000000001, 'max_depth': 10, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07914700839694043
XGBForecaster,"{'eta': 0.2, 'n_estimators': 500, 'subsample': 0.8500000000000001, 'max_depth': 12, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07886549010665107
XGBForecaster,"{'eta': 0.2, 'n_estimators': 700, 'subsample': 0.9, 'max_depth': 10, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07896200643916364
XGBForecaster,"{'eta': 0.2, 'n_estimators': 500, 'subsample': 0.9, 'max_depth': 10, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.07896200643916364
XGBForecaster,"{'eta': 0.2, 'n_estimators': 500, 'subsample': 0.8500000000000001, 'max_depth': 15, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.08105402148458693
