model,params,score
XGBForecaster,"{'eta': 0.2, 'n_estimators': 600, 'subsample': 0.9, 'max_depth': 12, 'booster': 'gbtree', 'silent': 1, 'colsample_bytree': 0.7, 'objective': 'gpu:reg:linear'}",0.04029124890909266
